suspect_id,suspect_type,true_parent_idx,predicted_parent_idx,rank_of_true,is_correct,reciprocal_rank,margin,max_score,true_parent_score,method
ref3_q8,quantized,3,3,1,True,1.0,0.9095632266936219,0.9900157361818058,0.9900157361818058,diag_centered
ref3_pr30,pruned,3,3,1,True,1.0,0.9031502623409363,0.9738801856992444,0.9738801856992444,diag_centered
ref3_noise,noisy,3,3,1,True,1.0,0.9103686931859835,0.9900305612021336,0.9900305612021336,diag_centered
ref3_lora,lora_merged,3,3,1,True,1.0,0.9094297640738661,0.9901625598988567,0.9901625598988567,diag_centered
ref4_ft,fine_tuned,4,4,1,True,1.0,0.9169522383549465,0.9829338136409249,0.9829338136409249,diag_centered
ref4_q8,quantized,4,4,1,True,1.0,0.9204020650954071,0.9845026257371584,0.9845026257371584,diag_centered
ref4_pr30,pruned,4,4,1,True,1.0,0.8708762805190808,0.9652560726067069,0.9652560726067069,diag_centered
ref4_noise,noisy,4,4,1,True,1.0,0.918139981672237,0.9844726718545559,0.9844726718545559,diag_centered
ref4_lora,lora_merged,4,4,1,True,1.0,0.9197359503271374,0.9845803935211984,0.9845803935211984,diag_centered
ref5_ft,fine_tuned,5,5,1,True,1.0,0.8543311227236754,0.9239293268092412,0.9239293268092412,diag_centered
ref5_q8,quantized,5,5,1,True,1.0,0.8546375504405679,0.9241496985780069,0.9241496985780069,diag_centered
ref5_pr30,pruned,5,5,1,True,1.0,0.8482767581840364,0.9085089076608194,0.9085089076608194,diag_centered
ref5_noise,noisy,5,5,1,True,1.0,0.8545026381509632,0.923742962693121,0.923742962693121,diag_centered
ref5_lora,lora_merged,5,5,1,True,1.0,0.8550116365909621,0.9243295240794763,0.9243295240794763,diag_centered
ref6_ft,fine_tuned,6,6,1,True,1.0,0.8995190620292218,0.9675402410295589,0.9675402410295589,diag_centered
