suspect_id,suspect_type,true_parent_idx,predicted_parent_idx,rank_of_true,is_correct,reciprocal_rank,margin,max_score,true_parent_score,method
ref6_q8,quantized,6,6,1,True,1.0,0.9032013538292308,0.9690561582488657,0.9690561582488657,diag_centered
ref6_pr30,pruned,6,6,1,True,1.0,0.9082258646722067,0.9533649185693579,0.9533649185693579,diag_centered
ref6_noise,noisy,6,6,1,True,1.0,0.904241571723398,0.9689374489753654,0.9689374489753654,diag_centered
ref6_lora,lora_merged,6,6,1,True,1.0,0.9042127638869193,0.9691381556101333,0.9691381556101333,diag_centered
ref7_ft,fine_tuned,7,7,1,True,1.0,0.8972043857966711,0.9810671868884792,0.9810671868884792,diag_centered
ref7_q8,quantized,7,7,1,True,1.0,0.8963589621013965,0.9814155255831806,0.9814155255831806,diag_centered
ref7_pr30,pruned,7,7,1,True,1.0,0.8687253595634286,0.960069774869468,0.960069774869468,diag_centered
ref7_noise,noisy,7,7,1,True,1.0,0.8963095898004514,0.9810334275125792,0.9810334275125792,diag_centered
ref7_lora,lora_merged,7,7,1,True,1.0,0.8959965731592548,0.9814978546723955,0.9814978546723955,diag_centered
ref8_ft,fine_tuned,8,8,1,True,1.0,0.9006371591869614,0.9635527343976308,0.9635527343976308,diag_centered
ref8_q8,quantized,8,8,1,True,1.0,0.9049437565571289,0.9656098086416526,0.9656098086416526,diag_centered
ref8_pr30,pruned,8,8,1,True,1.0,0.8801155310022535,0.941256420507822,0.941256420507822,diag_centered
ref8_noise,noisy,8,8,1,True,1.0,0.9038360417957967,0.9650093319898055,0.9650093319898055,diag_centered
ref8_lora,lora_merged,8,8,1,True,1.0,0.904127429368103,0.9656891516867505,0.9656891516867505,diag_centered
ref9_ft,fine_tuned,9,9,1,True,1.0,0.9091714138318836,0.9892821983463375,0.9892821983463375,diag_centered
ref9_q8,quantized,9,9,1,True,1.0,0.9089236967540337,0.9900977083114394,0.9900977083114394,diag_centered
ref9_pr30,pruned,9,9,1,True,1.0,0.8881271092603799,0.9690353229418429,0.9690353229418429,diag_centered
ref9_noise,noisy,9,9,1,True,1.0,0.9104341818991574,0.990037553608269,0.990037553608269,diag_centered
ref9_lora,lora_merged,9,9,1,True,1.0,0.9094647495428796,0.9901975453678702,0.9901975453678702,diag_centered
indep_0,independent,-1,1,-1,False,0.0,0.006230306113252253,0.05919477319393074,,diag_centered
indep_1,independent,-1,8,-1,False,0.0,0.013451196204761089,0.07360135566884057,,diag_centered
indep_2,independent,-1,2,-1,False,0.0,0.023062761919625842,0.07855716942031336,,diag_centered
indep_3,independent,-1,1,-1,False,0.0,0.040480709607973,0.08565785051805193,,diag_centered
indep_4,independent,-1,9,-1,False,0.0,0.038676456507256,0.10579446549776805,,diag_centered
