name,depth,hidden,in_dim,epochs,lr,batch,seed,epoch,pair_acc,pair_sep,wout_norm_rho,wall_C,reassembly_mse,reassembly_success,train_loss
d16w64,16,64,24,150,0.001,256,0,1,0.0625,-0.7134235200023248,0.2823529411764706,0.583778390513443,8.68085753610862,False,2.6938841342926025
d16w64,16,64,24,150,0.001,256,0,2,0.125,-0.7205217161672537,0.22647058823529412,0.6116302689068771,7.174705159431399,False,1.8867982625961304
d16w64,16,64,24,150,0.001,256,0,5,0.1875,-0.726113364515686,0.2058823529411765,0.615618467385525,6.971274648174867,False,1.4779555797576904
d16w64,16,64,24,150,0.001,256,0,10,0.0625,-0.7409738020153854,0.4970588235294117,0.6758926392088028,8.91744939862311,False,0.9217826128005981
d16w64,16,64,24,150,0.001,256,0,20,0.1875,-0.7419626646065116,0.7235294117647059,0.7568518861220993,7.5360641246321025,False,0.4701802134513855
d16w64,16,64,24,150,0.001,256,0,40,0.1875,-0.6907985079216343,0.6441176470588235,0.7317481179499166,7.369020305217245,False,0.36519864201545715
d16w64,16,64,24,150,0.001,256,0,70,0.25,-0.6419110296634929,0.6411764705882352,0.6952960007417489,5.9982586949325905,False,0.3490713834762573
d16w64,16,64,24,150,0.001,256,0,75,0.25,-0.6393439260860108,0.6647058823529411,0.69114101111355,5.997956382956579,False,0.3446679711341858
d16w64,16,64,24,150,0.001,256,0,150,0.25,-0.6366131707280993,0.6058823529411764,0.6829641438944867,6.803612705033026,False,0.3483969271183014
d16w64,16,64,24,150,0.001,256,1,0,0.125,-0.5595241500894078,-0.3970588235294118,-0.00017763370487010972,10.49600952064159,False,10.849846839904785
d16w64,16,64,24,150,0.001,256,1,1,0.125,-0.6096263165127311,-0.3411764705882353,0.3326174650197861,7.996191235487986,False,2.8519363403320312
d16w64,16,64,24,150,0.001,256,1,2,0.1875,-0.6026077344238325,-0.3382352941176471,0.3489943322863117,7.175498121423675,False,1.8452295064926147
d16w64,16,64,24,150,0.001,256,1,5,0.1875,-0.566608479503676,-0.2911764705882353,0.4451202197775898,6.572224276812355,False,1.4796339273452759
d16w64,16,64,24,150,0.001,256,1,10,0.125,-0.5803861244886623,0.21470588235294116,0.47079087600099934,7.530634762502057,False,0.8992416262626648
d16w64,16,64,24,150,0.001,256,1,20,0.125,-0.5221242873889551,0.4558823529411765,0.4976488714553425,7.691328017422375,False,0.5921099781990051
d16w64,16,64,24,150,0.001,256,1,40,0.125,-0.5331388032064992,0.5029411764705883,0.49259936216871597,7.707566237373988,False,0.47463753819465637
d16w64,16,64,24,150,0.001,256,1,70,0.125,-0.5498871740460924,0.5323529411764706,0.507511261584243,7.668322372620123,False,0.47760701179504395
d16w64,16,64,24,150,0.001,256,1,75,0.125,-0.5497870703101893,0.5323529411764706,0.49573540880644057,7.401805732452208,False,0.4745129346847534
d16w64,16,64,24,150,0.001,256,1,150,0.1875,-0.5549556817015161,0.5441176470588236,0.5111034203447574,7.681822112050593,False,0.4630897045135498
