pair_acc,mse_asc_seed,mse_desc_seed,mse_asc_hc,mse_desc_hc,mse_asc_sa,mse_desc_sa,train_loss,seed,epoch
1.0,4.16122567582509,1.606366772046252,2.718779225072921,0.4263424848673951,0.11477232537238945,0.1387419504461447,0.11477232724428177,0,25
1.0,3.99444721810981,3.244525726161508,2.374712666608564,1.9394077401394398,0.0773521770253721,0.0743566994980137,0.06588660925626755,0,100
1.0,5.901744643918495,8.24210791139409,2.3446839383927918,2.7552312597902593,0.04707120353335853,0.04673982098174742,0.044602569192647934,0,400
1.0,7.012061611216135,5.266882756395576,1.2870062779848581,3.246797567421942,0.07789874322588806,0.028903207953801767,0.02760770544409752,0,800
1.0,6.6560797198199335,2.4419069319426443,4.939290940094214,0.29202117573701436,0.14149281170023653,0.1592851683498086,0.12882110476493835,1,25
1.0,6.222899265352631,3.8931388725962353,4.2791320044407675,1.7380905189344016,0.07543751331359343,0.07543751331359343,0.07614734768867493,1,100
1.0,7.566705408843126,5.242808953215961,4.129796770482183,2.0389916858102324,0.052692667532344466,0.05115869587480304,0.050843432545661926,1,400
1.0,5.918909892511436,3.4844331525169148,2.1058887201251792,2.6671470739198853,0.06262970492588958,0.033102081578300656,0.03293059021234512,1,800
